chapter_name,link,local_date,name,yes_rsvp_count
Bhopal Women in Machine Learning & Data Science,https://www.meetup.com/Bhopal-Women-in-Machine-Learning-and-Data-Science/events/258084787/,1/27/19,Kickoff Introductory Session - Meet and Greet,13
PDX Women in Machine Learning and Data Science,https://www.meetup.com/PDX-Women-in-Machine-Learning-and-Data-Science/events/qjzwrqyzdbzb/,2/20/19,R + AI Share & Tell (R-Ladies PDX Shared Event),3
PDX Women in Machine Learning and Data Science,https://www.meetup.com/PDX-Women-in-Machine-Learning-and-Data-Science/events/qjzwrqyzfbbc/,3/20/19,R + AI Share & Tell (R-Ladies PDX Shared Event),2
PDX Women in Machine Learning and Data Science,https://www.meetup.com/PDX-Women-in-Machine-Learning-and-Data-Science/events/dmvdrqyzfbkc/,3/27/19,(Portland School of AI) Fast.ai's Practical Deep Learning for Coders v3,3
PDX Women in Machine Learning and Data Science,https://www.meetup.com/PDX-Women-in-Machine-Learning-and-Data-Science/events/dmvdrqyzgbgc/,4/24/19,(Portland School of AI) Fast.ai's Practical Deep Learning for Coders v3,4
Halifax Women in Machine Learning & Data Science,https://www.meetup.com/Halifax-Women-in-Machine-Learning-and-Data-Science/events/258875201/,3/15/19,"Halifax Women in Data Science Social (Fireside chat, demos)",35
Halifax Women in Machine Learning & Data Science,https://www.meetup.com/Halifax-Women-in-Machine-Learning-and-Data-Science/events/260114756/,4/26/19,Women in Machine Learning/Data Science Meetup #2,37
Edmonton Women in Machine Learning & Data Science,https://www.meetup.com/Edmonton-Women-in-Machine-Learning-and-Data-Science/events/258723419/,2/21/19,Edmonton WiMLDS Kickoff,16
Edmonton Women in Machine Learning & Data Science,https://www.meetup.com/Edmonton-Women-in-Machine-Learning-and-Data-Science/events/259692006/,4/9/19,Introduction to Python Workshop,15
Berlin Women in Machine Learning & Data Science,https://www.meetup.com/Berlin-Women-in-Machine-Learning-and-Data-Science/events/258711046/,2/16/19,Kick-off Organisers Meeting,11
Berlin Women in Machine Learning & Data Science,https://www.meetup.com/Berlin-Women-in-Machine-Learning-and-Data-Science/events/259907252/,3/26/19,Kickoff meeting,69
Berlin Women in Machine Learning & Data Science,https://www.meetup.com/Berlin-Women-in-Machine-Learning-and-Data-Science/events/260280690/,4/23/19,Geospatial AI,79
Manila Women in Machine Learning and Data Science,https://www.meetup.com/Manila-Women-in-Machine-Learning-and-Data-Science/events/259557110/,4/23/19,Manila WiMLDS #1,53
Boston Women in Machine Learning and Data Science,https://www.meetup.com/Boston-Women-in-Machine-Learning-and-Data-Science/events/259304713/,3/26/19,First Meetup and Lightning Talks,41
Toronto Women in Machine Learning & Data Science,https://www.meetup.com/Toronto-Women-in-Machine-Learning-and-Data-Science/events/259487109/,3/30/19,Machine Learning / Data Science 101,48
Cairo Women in Machine Learning & Data Science,https://www.meetup.com/Cairo-Women-in-Machine-Learning-and-Data-Science/events/259957084/,3/31/19,Traffic Lights Detection using Tensorflow - Onsite workshop,36
Riyadh Women in Machine Learning & Data Science,https://www.meetup.com/Riyadh-Women-in-Machine-Learning-and-Data-Science/events/259979252/,3/26/19,Intro. to Metadata for the Teaching of Literature to Promote Digital Humanities,1
